,text,class_id,website
445,"Donate: https://www.projectveritas.com/donate

Get emails: https://confirmsubscription.com/h/j/EC8A17570A033FCC

Follow:
Telegram: https://t.me/project_veritas
FB: https://www.facebook.com/ProjectVeritas
IG: https://www.instagram.com/project_veritas/
Telegram: https://t.me/JamesOKeefeIII
Twitter: https://www.twitter.com/jamesokeefeiii
IG: https://www.instagram.com/jamesokeefeiii/

Mission Statement
Investigate & expose corruption, dishonesty, self-dealing, waste, fraud, and other misconduct in both public and private institutions in order to achieve a more ethical & transparent society.

Core Values
MORAL COURAGE - Courage is the virtue that sustains all others. We choose to overcome our fears.

WE ARE ALL LEADERS - Turning people into leaders. Completed staff work. Ownership.

COLLABORATION - Best not to work in silos. No one individual is as smart as all of us.

RESILIENCE - Persistence and determination alone are omnipotent. Never, ever, ever give up. We don't let mistakes or setbacks discourage us. Pursue perfection, knowing full well you will never attain it.

MISSION DRIVEN - The best people are motivated by purpose. We are passionate and truly believe in our cause. We must be externally focused, not internally focused.

MAKE THE STATUS QUO DO THE IMPOSSIBLE - We move mountains. Failure is not an option. We do whatever it takes.

THE TIP OF THE SPEAR - We are a loss leader. We do not shy away from conflict or litigation.

Ethical Values
Rule #1 – Truth is paramount. Our reporting is fact based with clear and irrefutable video and audio content.  Truth is paramount. We never deceive our audience. We do not distort the facts or the context. We do not “selectively edit.”

Rule #2 – We do not break the law. We maintain one-party consent when recording someone is inherently moral and ethical. We never record when there is zero-party consent. In areas where we are required to have consent from all parties, we seek legal guidance regarding the expectation of privacy’s impact on our right to record.

Rule #3 – We adhere to the 1st Amendment rights of others. During our investigations we do not disrupt the peace. We do not infringe on the 1st Amendment rights of others.

Rule #4 – The Zekman Test. The undercover investigations we pursue are judged by us to be of “vital public interest” and “profound importance.” The Zekman Test is our baseline. Undercover investigative reporting is necessary because, “...there’s no other way to get the story...” Whereas the Society of Professional Journalists allows for undercover techniques, if undercover techniques are necessary to expose issues of vital public importance; we believe they are not only allowed but required.

Rule #5 – We Protect the Innocent When Possible - Embarrassing private details are not to be investigated. We stay away from irrelevant embarrassingly intimate details about private citizens personal lives. We look for individual wrong-doing and judge its public importance. The irrelevant religious or sexual dispositions of our targets are not to be investigated.

Rule #6 – Transparency. Our methods & tactics must be reasonable and defensible. We use the “Twelve Jurors on Our Shoulder” rule. The work has to be done with such a degree of integrity that it can withstand scrutiny in both law & ethics. We are comfortable with transparency. We must be willing to be ready to disclose our methods upon publication.

Rule #7 – Verifying and Corroborate Stories – Evaluate impact on third parties and Newsworthiness of Statements Alone.We consistently consider the probable truth or falsity of statements, examine any reasons to doubt the veracity of underlying assertions and whether the assertions are newsworthy. When possible, we will confirm with our subjects that their statements captured on video are accurate & truthful. At the very least, we will give our subjects an opportunity to elaborate and/or respond. In all matters, we rely on the 1st Amendment to protect our ability to publish newsworthy items after our internal deliberations. On whether there is an obligation to ensure the veracity of statements made on video, 1.) consider whether the remarks may potentially impact an innocent third party. (Factors in support of releasing the content) and 2.)The Newsworthiness of the statement alone by itself. (Factors against releasing the content).

Rule #8 – Raw Video. In certain circumstances we may release the “raw” video to the press and or the public.  But as a rule, we do not.

Rule #9 – Subject Anonymity. We investigate & question sources before promising anonymity. Once we confirm, we will do everything in our power to protect the identity of our confidential sources.

Rule #10 – Being Accountable. Admit mistakes & correct them promptly.

Rule #11 – We do not manufacture content. We do not put words in our investigative subjects' mouths. We do not lead the horse to water. Our purpose is to elicit truth.

Rule #12 – With Great Power comes Great Responsibility.",1,Project Veritas
446,"Sarah Huckabee Sanders, the Deputy Press Secretary for the President of the United States urged every American to watch our video.",1,Project Veritas
447,"Freedom Works, a non-profit organization, is demonstrating in downtown Washington, D.C. against Chris Dodd's Countrywide bailout.",1,Accuracy in Media
448,"A utilities worker in California was fired from his job after cracking his knuckles and subsequently being accused of flashing a “white supremacist” sign out of his car window. 

This is why an actual discussion about racism, inequality and justice isn’t possible in this country. Because as pessimistic as that might sound, we aren’t dealing with rational people who think and speak according to logic.",1,MRCTV
449,Journalist and best-selling author Bob Woodward sits down with The Atlantic’s editor in chief Jeffrey Goldberg to discuss his new book Rage and the Trump presidency.,0,The Atlantic
450,"PolitiChicks.com began as a 2012 weekly web series with an evolving/changing variety of anchors.  They covered politics and current events, meant to inspire, inform and entertain. It's the Conservative answer to 'The View'.  Today it is a respected go-to website in New Media, led by owners Ann-Marie Murrell and Morgan Brittany.  Follow PolitiChicks.com daily

Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

Shop:
www.politichicks.com",1,PolitiChicks
451,"This ain't your momma's Black National Anthem. The cast of Wakanda created the official black anthem for Wakanda.

Subscribe to The Root: https://goo.gl/QMOjBE
 
Visit us at: http://www.theroot.com/
Like us at: https://www.facebook.com/TheRoot
Follow us at: https://twitter.com/theroot
View us: http://instagram.com/the.root
 
Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Jezebel:  https://goo.gl/XNsnCJ
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY",0,The Root
452,"When news spread that a field hospital was opening in Central Park, New Yorkers breathed a collective sigh of relief. The 68-bed respiratory-care unit would accept overflow patients from Mount Sinai, which was running out of hospital beds. It was a necessary contribution to a public-health crisis.

But the next wave of news wasn’t so optimistic. As it turns out, Samaritan’s Purse, the Christian relief organization behind the field hospital, is run by a fundamentalist preacher known for his anti-LGBTQ and Islamophobic rhetoric. New York Mayor Bill de Blasio expressed serious concern.

In a new documentary, The Atlantic visits Central Park to speak with volunteers from Samaritan’s Purse and to find out what New Yorkers think of it all. The tent hospital accepted its first patient on Wednesday.

Subscribe to The Atlantic on YouTube: http://bit.ly/subAtlanticYT",0,The Atlantic
453,Andrew Breitbart leads a tea-party rally in Madison (2/19/2011),1,National Review
454,"On June 21, 2018, The American Conservative convened leading scholars, journalists, and policy experts to explore how tech platforms benefit from crony capitalism, and what their growing dominance means for America and Americans. Panelists include:

Lewis McCrary, The American Conservative
Stacy Mitchell, Institute for Local Self-Reliance
Robert D. Atkinson, Information Technology and Innovation Foundation  
Tim Carney, Washington Examiner
Matt Stoller, Open Markets Institute",1,The American Conservative
455,"Kelis stopped by our office in Manhattan to share some cooking tips and talk music and feminism.

Read more: http://jezebel.com/kelis-the-singer-and-chef-tells-you-how-to-get-over-b-1733416734


Subscribe to Jezebel:  https://goo.gl/XNsnCJ

Visit us at: http://www.jezebel.com/
Like us at: https://www.facebook.com/jezebel
Follow us at: https://twitter.com/jezebel
View us: https://www.instagram.com/jezebel

Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY
The Root: https://goo.gl/QMOjBE",0,Jezebel
456,"__________________________
About: MRCTV is an online media platform designed to broadcast conservative values, culture, politics, liberal media bias, and entertainment to a new and diverse audience on a social media optimized site.
Our goal is to break down the boundaries between traditional conservative media and mainstream culture.   

Subscribe: http://bit.ly/2yAUji9

Follow Us
Website: http://www.mrctv.org
Facebook: http://facebook.com/MRCTV
Twitter: http://bit.ly/2z0B9qe

MRCTV is brought to you by the Media Research Center. The mission of the MRC is to create a media culture in America where truth and liberty flourish. The MRC is a research and education organization operating under Section 501(c)(3) of the Internal Revenue Code.",1,MRCTV
457,Harney County residents voices frustration over the lack of federal action against the armed occupiers of the Malheur Wildlife Refuge,0,Daily Kos
458,"When most people think of drag, they probably envision a binary transformation. A cisgender man becomes a familiar, exaggerated version of a woman. A cisgender woman is made up to look like a man. Sasha Velour knows that’s only the beginning.

Read more: https://themuse.jezebel.com/sasha-velour-wants-to-redefine-drag-1839271440

Jezebel: Gender, culture, and politics. With teeth. http://jezebel.com",0,Jezebel
459,"During Sunday night’s CNN Democratic presidential debate, Senator Bernie Sanders took former Vice President Joe Biden to task on his abortion record. Namely, Biden’s previous support of the Hyde Amendment, a ban on federal funding for abortion services except in the case of rape, incest, or when the life of the pregnant person is in jeopardy. The amendment is an attack on the nation’s poor and disproportionately impacts low-income people of color, and until recently, Biden supported it. In fact, Biden’s position on the Hyde Amendment did a complete 180 when his campaign was in full swing. The New York Times reports that in June 2019, after “two days of intense criticism” from his rivals in the Democratic primary as well as groups like Planned Parenthood and Emily’s List, Biden reversed his position.

Convenient!

“If we’re going to have public funding for all healthcare along the line, there’s no way you could allow for there to be a requirement that you have Hyde Amendment, a woman who doesn’t have the money, could not have coverage under healthcare,” Biden said during the debate.

Biden added that he would codify Roe v. Wade, and emphasized that he supports a “woman’s right to choose.” Great. It’s unfortunate that it took a couple of days of awful press one year ago for him to agree that that right was extended to women who couldn’t otherwise afford it.

-Ashley Reese

Read more: 
https://theslot.jezebel.com/joe-biden-really-wants-you-to-forget-that-he-supported-1842359569


Jezebel: Gender, culture, and politics. With teeth. http://jezebel.com",0,Jezebel
