,index,text,class_id,website,author
1109938,1316008,"IF THE LEFT DIDNT FEAR TRUMP STAYING IN OFFICE A SECOND TERM THEY WOULDNT BE TRYING TO IMPEACH HIM DAYS BEFORE THE END OF HIS FIRST TERM. STOP FREAKING OUT PEOPLE. TRUMP WON FAIR AND SQUARE, WE ALL KNOW THAT AND AT THE END OF THIS HE WILL REMAIN IN OFFICE FOR 4 MORE YEARS DESPITE WHAT ANY NEWS AGENCY OR BS INTERNET VIDEO SAYS!",1,Newsmax TV,Paleo Geology
605652,1663402,"Jeremiah “But in a controversial decision, the U.S. Court of Appeals for the 9th Circuit, the most liberal in the country, has interpreted the settlement agreement to apply to “both minors who are accompanied and unaccompanied by their parents.”

In other words, it is the 9th Circuit’s misinterpretation of the Clinton administration’s settlement agreement that doesn’t allow juvenile aliens to stay with their parents who have been detained for unlawful entry into the country.

Of course, if those parents would simply agree to return to their home countries, they would be immediately reunited with their children. So those who come here illegally are themselves to blame for their children being assigned to foster care or to another family member or sponsor who may be in the country.”",1,BlazeTV,Dino Spemoni
1532102,268453,I was sad the day I heard that he was gone I liked him and enjoyed his show No Reservations.I also thought he was cool with a good sense of humor I will miss him.   R.I.P.,0,The New Yorker,dave roche
1257864,451301,Indian law actually sounds pretty comfy compared to what we have now,1,Campus Reform,Brandon M.
1219986,1440282,You should post the dates that each segment you show happened so people will be able to put all your shows in the proper context,1,Fox News,Salvatore Mezzapella
671327,856710,"Its a social media website, fact checkers shouldnt even exist. All ""Fact Checking"" does is squelch freedom of speech. Facebook just needs shut down.",1,Breitbart News,greenwald007
1549546,1455892,"My heart is aching listening to him.  But if the destruction of Church religious stained glass works of art occurs without some Military intervention we are doomed.  I myself am not religious but THIS CANNOT BE ALLOWED TO HAPPEN.
Republicans must WAKE UP.",1,Fox News,HW MACK
437827,1402612,"And ps....we can’t stand that cheat Donna Brazille either!
When she is on, we turn the channel.",1,Fox News,Dayze Mae
1819500,739245,"""Now, under michigan law, it would be irrelevant to the results even if this turns out to be true because ballots had to be in the hands of clerks by tuesday night at 8:00PM""

Oh yeah, I'm sure after illegally back stamping ballots, they'll won't deliver them afterwards because Michigan law said they can't. These people are do dishonest with their reporting",1,Project Veritas,jackcarterog001
1048249,2237104,You voted for Romney!! LOL!!! Everyone can tell your butt still hurts from the 2012 election...Grab an ice pack & see if that helps. Take care. ,0,RWW Blog,Feathered Serpent
2014880,595140,That will have to be us the American patriots and Citizens I do feel myself,1,Right Side Broadcasting Network,joshua tift
816069,1564747,MY FATHER DONALD J TRUMP.... MY MOTHER MELANIA TRUMP....... AND SENATOR ERWIN TRUMP...... (  SENATOR WILAYAH INDEPENDENT  )................................,1,The Daily Signal,Erwin Lbj
948119,2190414,He sounds like he learned to speak in seminary school.,0,RWW Blog,RUEZ69
1530220,456227,"The reason conservatives never riot is because they work and would find other ways to change things. We enjoy our free speech, we enjoy our freedom to follow our beliefs, and we sure love to hold rallies. But riots and violent protests? Those are found by fascist and socialist people with that mindset.",1,Campus Reform,Jonathan Ascencio
1037064,1194478,Add Laura Ingraham to that list...she can do better Fox,1,Newsmax TV,amber scott
1912671,1854710,"@Sarah Hillel I didn't think they were trying to kill me, I just thought they weren't looking after me properly.  apparently it is quite common.  your in their fighting for your life, its no picnic.

At the time they weren't looking after me properly.  the original surgery failed, tissue had died and I became infected again.  
on some level  I knew I was fighting for my life. I told them I was dying.

I had to go through another 8 or 9 hour surgery, After which I got pneumonia .   It was emergency surgery and I don't think the theatre had been cleaned properly.  it was bacterial pneumonia so I'm guessing I got it from the  oxygen mask when I was put under.  it could have been anything.

I had a ventilator via the trachea and it was a nightmare.  my throat chakra is very active  and I felt like I was being chocked by it.  some days I can't tolerate a necklace sl this was complete hell.

I had a gay guy nurse and he was fighting with me because it was so irritating I wanted it off.  he kept slapping my hands and telling me to stop because I would die.  He would have to tell on me.  I remember thinking if it wasn't so uncomfortable and tragic it would be quite funny.

I don't think you realise how traumatic ICU is until you get out and start getting better.
 I had a flash back the other day.  my husband was pulling my sheet and it took me back to being tossed around the bed on the slide sheets.  an instant of horror till I realised it was a flashback.  almost 18 months ago now.  


hope your stay wasn't too traumatic.  your dignity gets left at the door on your way in.  💜💡🙏",0,The Atlantic,Angel M
498664,1656189,I like his advisor trying to be all inconspicuous feeding him the rules.  Great stuff,1,BlazeTV,Poke Juice
529926,1128891,Well we the American people are paying for it!,1,MRCTV,J.J. W.
1574471,1159510,Gus’s who pays “media” to run the stories they want!!!,1,Newsmax TV,Louise Maree
598111,208045,"Darlings, you’re victims of the same evil. You owe NOTHING. You are OWED much. We all are.",1,The Epoch Times,Sunny Skye
840925,869443,"The real question is should a segment of society be granted a more favorable status than another segment? If so, you turn an equitable society into a cast system which grants some rights to one group and denies rights to another. Am I right or wrong?",1,Breitbart News,David Perigny
1479706,1527137,It’s so weird to think that he isn’t a trump supporter smh we could’ve had a really cool guy on our team lmfao,1,Fox News,Jimma Clowers
1350837,73675,I love how all the comments are just laughing at her! I wonder if OAN actually thought that a response to John would end well for them?,1,One America News Network,Oscar Rich
1638027,2008483,There are 2 types of people at this event; those in the room who are interested in hearing common sense opinions & ideas and those protesting outside who don't want anyone to hear or understand common sense opinions & ideas....,1,The Daily Wire,ATTACKaMAC
327973,510568,So Crazyo cortez needs a break huh? Reality is taking a toll on her i guess.,1,Campus Reform,Judson Hammond
481244,660801,It would be nice to see Mark in a raggedy orange jumpsuit with paper slippers.,1,Project Veritas,Joe Sheehan
2241068,1286538,"Sidney Powell when done,  we will need to build new prison.",1,Newsmax TV,John Powell
1367860,1714344,Or he's lying.  Not that that's ever happened at Faux before.,1,BlazeTV,TakeDeadAim
1943451,2236474,So what is he going to do with all that money from the sales of these buckets?,0,RWW Blog,TheHelado36
2166920,291654,"This story touched my soul, moved spirit and opened my mind🙏🏾",0,The New Yorker,Ms Vicky
1958813,826850,"i agree with most of occupy wall sts grievances, but they did a poor job by allowing idiots like this guy to be the face of the movement",1,National Review,Dyslexic Sol Music
101468,1532796,"When country is divided like this, the enemy will take advantage",1,Fox News,Wieslawa Pavlo
1079021,416436,"I don't remember Trump ever using the term ""SUPER PREDATORS"" in a speech!

The problem with Biden, is hell say or do ANYTHING to satisfy the current agenda. Just look at his attack on 2A rights. Already putting that in motion and he hasn't even truly become president yet. First days of power should be about more important things than banning ARs and hi-cap mags, because its an ""epidemic"".  Especially,  when the number of deaths by AR is half that of hammers.......HAMMERS! We gonna ban hammers next Joe?",1,Campus Reform,joe blowme
1574359,1237688,"@XBluDiamondX , whatever moron. The presidency is not called till these 1,000+ fraudulent affidavits are seen by real judges. Grow up stupid...evil judges exist just like evil people like you. I waste no time with losers like  you who are puppets of Satan. You and your ilk want commie China and socialism Cuba to take over..or you’re just stupid and oblivious. You need God to know TRUTH",1,Newsmax TV,Life Pather22
1984069,2056364,"Bran should have warrged into Drogon and stayed there.
Bran could have been THE THREE EYED DRAGON!",1,The Daily Wire,Poisonedblade
1857060,402800,"Well said, Harvard students .. B_R_A_V_O___!!!",1,Campus Reform,Davieboy
375800,1434272,"they didn't even do anything to Madonna for threat of burning down the white house why would they do anything to her
 for this.",1,Fox News,LUTHER KING
1206301,1081958,"Awesome,  love this, thank you for your hard work",1,MRCTV,Jeff Osborne
1678358,233844,That's not what starving bodies look like. Starving bodies look like skeletons.,1,The Epoch Times,Sean Hettenbach
